TSid,dataSetName,variableName,spreadsheetKey,worksheetKey
LPD2ce0aa4d,NAm-nm520,year,1yHkflYlISgBRNM0_Aj2J-PDA2mC7CzgcFBl-Iu96ztA,ojogko3
LPD401cbc9d,NAm-nm529,year,1R-3dYSwjpUfRXERQyd3QXYqqTdPoIFpgWBq9XoQ8hYU,olmh5gp
LPD0648d490,NAm-nm537,year,17_GBnAUuk0XONuBjiW651GBAYlpGa4tOdTZOlBfTGQo,oyjqfyi
LPD2d3d5a0b,NAm-nm570,year,1tohf-ntlV9AS3WhgeOc4P7fMXKmZLra-zfn35mFMvVU,od6e12p
LPD8f461f71,NAm-or042,year,1mZ0ziA_tV7FPY5L0aGUokMmfRw_TKXGFEKBc0jgZ7tk,ooeez2t
LPDb85bd477,NAm-or043,year,1NgS8x4KoT_VNYhpUY6Yx0huLs17S1cjFBPsOlMtIzIQ,oasuznq
LPD29e1e772,NAm-ut510,year,1kwgm9bBzetEk2TXLc2jaoI_ikjPdBH9nBWogKbta0MQ,ofd4rw5
LPD4776cdb6,NAm-ut511,year,1xYwgoB81sjeMvz4SQ_GxRF4Cj-teOKZ2K0pVSvdc1CA,orvowg5
LPD992857f7,NAm-ut512,year,1MX0kbTxNowYR3rAyOaiHPCbUSTrLiJbfXHk2F3bLUFU,ou8vb87
LPD0ee64c87,NAm-ut512,year,1MX0kbTxNowYR3rAyOaiHPCbUSTrLiJbfXHk2F3bLUFU,o1hjhe3
LPDa1df1de0,NAm-wa081,year,1BG1eNjGSDESNcoqCOW9NSDlknZia2_SKOxiZIiXo9so,o1ao5z1
LPD8a6ab794,NAm-wa082,year,1OJLubRVqFdZJCIXmVZQKxd9Bz9wPSfe6fZUJfQG-uxE,oovw0b0
LPDd79d4677,NAm-wa083,year,100wlzaAY64XpDPVoTTubsuH9lV5Zfr861AXnqCbqpic,ohdxsdg
LPD1b070f8e,NAm-wy021,year,14suvz_fNfN3WvRc6fgWkQ0yDFuTGl7MhA6RkYL2kzlk,okaf8kv
LPD6e4ee697,NAm-wy022,year,1kikR04AjDhkj8dM2AWYaa8FJVahlvTzmvMPUHrsMD-8,owmzkmg
LPDe30d3495,NAm-wy023,year,1kyfeQwUpZSqWoXQHhDGQNl8eFWP-Ou8ha03W35PuDKk,odccisq
LPDdef6c29a,NAm-wy024,year,1e8u5Qm9DPV3NzjoVQXMSMtj3VhX_2cXmy1b5JR0kNzI,obdlpgu
LPD17e43d82,NAm-wy025,year,1F6-OzDch2fkI6IgTOx-NIxiQxVay1uPGMKGjjDREUKU,o2cpkno
LPD3a749b47,NAm-wy030,year,12dVuIxTDp5fXu4h3Gom8YsJf6LR0-WZqoE3uEqceUCc,oict7of
LPD6c2e48ca,O2kLR-AlboranSea.Nieto-Moreno.2013,year,1BDkEFXSn48Pr08z5c_ACsZn6K8sEsa1WZRhEItxo7o0,ou4yvgg
LPD2a2fe8af,O2kLR-AlboranSea.Nieto-Moreno.2013,year,1BDkEFXSn48Pr08z5c_ACsZn6K8sEsa1WZRhEItxo7o0,osu7jw0
LPD2bdc3705,O2kLR-AlboranSea.Nieto-Moreno.2013,year,1BDkEFXSn48Pr08z5c_ACsZn6K8sEsa1WZRhEItxo7o0,ohe2j6s
LPD277c77ee,O2kLR-ArabianSea.Doose-Rolinski.2001,year,1uWbFrrmXtaKF2vIWf0roeC5_kj-z-eJSX9bOGlHBwpg,obd6igs
LPD7e0c53c5,O2kLR-CH0798MC22Ca.Saenger.2011,year,1x9QEdpSwqDSH6us3RUAZx3QK5A3qH4WbAbWQ8zped4o,oyhk03t
LPD20fadeae,O2kLR-CapeGhirNWAf.Kim.2006,year,1UQUUmv_U-JRQN056OlkHUXKYnkzY0837mE1vy2On14c,ob9wdvh
LPD4ee51c1b,O2kLR-CapeGhirNWAf.McGregor.2007,year,1Ybo7hNFbwR9DXQPVQ_2sF33E6638IhQhTBVD1XbSGl8,o4qx1z7
LPD7a27907e,O2kLR-CapeHatteras.Cl\u00e9roux.2012,year,1qB-jcRAASXank6TcaNwXkNwHsQZeDM035Wx7SelGci4,os9cqpi
LPD17a5fa37,O2kLR-CariacoBasin.Black.2007,year,1KTgqYIS7Mi9BI9nCDw1VYbvy6PxVA4YVMj4BqOG91sc,o9ps7tk
LPDd7bed232,O2kLR-CariacoBasin.Goni.2006,year,1Hk1kuFuNKVCtvxIRIobyXcFdniis4maBj-seFkWEZuk,ora2bt6
LPD0099eb58,O2kLR-CariacoBasin.Lea.2003,year,1IZEJja-WhZZItcILPuLFsdrzLq5BqH1z62NeH1vudLQ,oz8b3pe
LPD4b1bcb57,O2kLR-CariacoBasin.Lea.2003,year,1IZEJja-WhZZItcILPuLFsdrzLq5BqH1z62NeH1vudLQ,otsclgw
LPD71da4f35,O2kLR-Chileanmargi.Lamy.2002,year,1-OxUx_s7ghw-chA-chbMRICTYBis3CDqxTdAOOYEwZc,orwnvu6
LPD643a3857,O2kLR-DryTortugasA.Lund.2006,year,1sBrFq8ztkuiN5y-uTsohiXVTNObbFPG5zdjdvS-px4o,oxztqs7
LPDe30ea881,O2kLR-DryTortugasB.Lund.2006,year,16anjmF6ltqmRMiOh2rQcV1FBg1BkYTXuBD-y7k4H9JI,o3pla4k
LPDf6960784,O2kLR-ENAM9606M200.Richter.2009,year,1bSBcYFdoRTOrUtleSthiF__FH4i8v9OQs8gGTriubE0,o39pxo1
LPD0d05cf7c,O2kLR-East.trop.Atl.Kuhnert.2011,year,1cwUsRjTyPZ0NCs6Bq8m5UXDoW3V79xCBNsW5ukKIqGs,oasq5o2
LPDbaae76a7,O2kLR-EmeraldBasin.Keigwin.2003,year,1soP_kcrRFYk0KouN8Au5Ozt40_33EHucMYGtxVb7xT8,ods2p1v
LPD27766b88,O2kLR-EmeraldBasin.Sachs.2007,year,1h6N3t5-LkBF-38q3cQGfFh4v81x8CRs_xSPPXPbGoIc,o7o1400
LPD1479bfe1,O2kLR-FiskBasinGul.Richey.2009,year,1DzLaMO3GGrNPgrhWNACPBeuZBptWU3axzs7l62QNhh4,obzyfxw
LPDf2f9415c,O2kLR-GarrisonBasi.Richey.2009,year,1zG_Py-rIntRQHDTAwaDZr0BydCecA0YRwY8neZ3i7pA,of28xa1
LPD16221a19,O2kLR-GreatBahamaA.Lund.2006,year,1GWLfB5jpmDCnIbgVQzduyZ7lk71N6xjxT2DNMNItFqk,olfy9j0
LPD2a84dce0,O2kLR-GreatBahamaB.Lund.2006,year,1mO2ec1FigeJ5ZNkA0dQTVS9pAVOQ_RAO8oHAEH0WMDI,otosbah
LPD90116454,O2kLR-GreatBarrier.Hendy.2002,year,1TRzWvXVVxG2z9Arw2Pk7Fagl6bYpnHwvXtJbD_WG_1M,or0ilr5
LPD679c4dbd,O2kLR-GuaymasBasin.Goni.2006,year,1zgtGiJKsHMMCRec2uPdwkmcBHv4CU2KNqZUmUq0J0qg,onhx3pt
LPD319a119c,O2kLR-GulfofGuinea.Weldeab.2007,year,1zZFqP4N1lSdBU-D5FFvycSWPt-1deC6xd0TA9FZiCi8,os7vvqu
LPDc1be714b,O2kLR-GulfofTarant.Versteegh.2013,year,1s0IdTT34nLaeHoI47Ai1dFEFm2bztzSgICZnaqXhnIM,o2go9bx
LPD077f3191,O2kLR-JacafFjord.Sepulveda.2009,year,17HihQlqadw57YUCfIyJ1uPItR51IufUjUykxvxaIo9w,of8xmi5
LPDf49cd8be,O2kLR-KNR140-2.2010.Saenger.2011,year,1KOivCiGu_1HJOnmzSHHR0DCnNJZZpsbZdn05m2E124M,orzsqkg
LPDe37c3b87,O2kLR-KuroshioCurr.Isono.2009,year,1t6WooKR7aTcyF3zMx0SuzycPzpQjNHlazOzOEsjG-nI,ojxsz8r
LPD415e74bc,O2kLR-Laurent.Fan.Keigwin.2005,year,16bCCj7ryhP0e0EqEhong0q3EXVImk22J0q9wLPfdDto,omc894j
LPDa7db676c,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,year,1NTQjP-vpQ8436KpbqAgXuoh7pgZ8yjL6PC6l517rI0E,oeb392o
LPDb7afca16,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,Temperature,1NTQjP-vpQ8436KpbqAgXuoh7pgZ8yjL6PC6l517rI0E,oeb392o
LPD9703d0d1,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,T error,1NTQjP-vpQ8436KpbqAgXuoh7pgZ8yjL6PC6l517rI0E,oeb392o
LPDa8372a90,2014-2kphase2-Ant2k_Law_Dome_Borehole_Reconstruction,year,1A2FwiF-3-e7Jhmy5wQAMCq6qWTg6VzY86vRKk9OXSLY,ovty0xr
LPD0207d98d,2014-2kphase2-Ant2k_Law_Dome_Borehole_Reconstruction,Temperature,1A2FwiF-3-e7Jhmy5wQAMCq6qWTg6VzY86vRKk9OXSLY,ovty0xr
LPD0dc5a5e4,O2kLR-MD952011.Calvo.32,year,1EnMzCHrDIxroFz0fMtyZjMENYLO4TvoqW3hCptZ6geU,o5s2ehd
LPD1e18270c,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,year,1K5oaEcWVlDz22086HLFlzs1fBUupseljuDtqIc1WUq0,o6kt611
LPDdef84187,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,Temperature,1K5oaEcWVlDz22086HLFlzs1fBUupseljuDtqIc1WUq0,o6kt611
LPDb1a82e97,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,T lower quartile,1K5oaEcWVlDz22086HLFlzs1fBUupseljuDtqIc1WUq0,o6kt611
LPDfa7d77a6,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,T upper quartile,1K5oaEcWVlDz22086HLFlzs1fBUupseljuDtqIc1WUq0,o6kt611
LPD2b8af51c,O2kLR-MakassarStra.Linsley.2010,year,103xYuHp01yI3yt6NSxuxKdkzv6J-PmSw724qQ4Bvr74,o9whhrb
LPD47d61756,Aus-Duckhole.Saunders.2013,Depth_mm,1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPDd6662417,Aus-Duckhole.Saunders.2013,Year_CE,1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD45728b4c,Aus-Duckhole.Saunders.2013,Age_CalYrBP,1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD16030324,Aus-Duckhole.Saunders.2013,Trough (R650;700) (Total chlorin1),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD229ee386,Aus-Duckhole.Saunders.2013,R570_630 (Lithogenic content),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD841720f7,Aus-Duckhole.Saunders.2013,R660_670 (degree of diagensis),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPDfb0ab973,Aus-Duckhole.Saunders.2013,RABD660_670 (Total chlorin2)/water content,1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPDc36ed659,Aus-Duckhole.Saunders.2013,Water content (%),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPDee95d7e0,Aus-Duckhole.Saunders.2013,TN (%),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD7b353567,Aus-Duckhole.Saunders.2013,TC (%),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD074442fe,Aus-Duckhole.Saunders.2013,CN,1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPDcb26305a,Aus-Duckhole.Saunders.2013,BiSi (%),1PPDiB2j1FQtF80kiOzbw2IyO45N_DSA5grCvfEXvsAA,oq2l56q
LPD67312d56,O2kLR-MakassarStra.Newton.2011,year,1TNugkCfudr8CyJzrcPmPCEyVbB9nRKW3tRul_MEVS4Q,oezjfw8
LPDacc63904,O2kLR-MakassarStra.Newton.32,year,1ovj49k6QH5O9aXnKwgQbwJ_cdn0J2OCPEYRvo8fSVN0,or3l0hs
LPD995f2b27,O2kLR-MakassarStra.Oppo.2009,year,12wiPWxSu5HfaMk-9u8USuNT4Lc_JAHiJyCminwx09wI,okg2aqt
LPDd61742a8,O2kLR-Minorcaconto.Moreno.2012,year,1QMAxJ7u-K13SpMcXPBPX3AsQGixDVXxMfeVJXvyaH5s,our7yxr
LPD31325f74,O2kLR-NorthIceland.Sicre.2011,year,1mh97Qc_cc1xSm4b-XoYiFG0bkYz9N3klU2ywiZbUszU,o34dzi8
LPD97748bb7,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,year,1iRcIpxUy3P5g8M0F0FOm8CLT5eC3AwinGzeYbrluXnc,o6bscn4
LPDb9285123,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,Temperature,1iRcIpxUy3P5g8M0F0FOm8CLT5eC3AwinGzeYbrluXnc,o6bscn4
LPDa7a4074f,2014-2kphase2-Ant2k_Borehole_Reconstruction_WDC05A,T error,1iRcIpxUy3P5g8M0F0FOm8CLT5eC3AwinGzeYbrluXnc,o6bscn4
LPDe60adf07,2014-2kphase2-Ant2k_Law_Dome_Borehole_Reconstruction,year,1wlXQanb4j3-tz8A0ek-HYEZUMx4VwPKQPAfEzrRmF4Y,o3cegu4
LPD7abab671,2014-2kphase2-Ant2k_Law_Dome_Borehole_Reconstruction,Temperature,1wlXQanb4j3-tz8A0ek-HYEZUMx4VwPKQPAfEzrRmF4Y,o3cegu4
LPD05c6f95e,O2kLR-ODP984.Came.2007,year,1AfRDlwHTMoYsI4yqY0hg1aYOEFdzHJoB3f7IKbMjFV4,o5q1rsr
LPD0f49f335,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,year,1lZyY9I1Vl6J-ORNBkUbU_3nSXeWYk_g6DWJdqKrm2rk,osuzm5p
LPDe6426627,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,Temperature,1lZyY9I1Vl6J-ORNBkUbU_3nSXeWYk_g6DWJdqKrm2rk,osuzm5p
LPD1907c477,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,T lower quartile,1lZyY9I1Vl6J-ORNBkUbU_3nSXeWYk_g6DWJdqKrm2rk,osuzm5p
LPD1893dfd8,2014-2kphase2-Ant2k_Mill Island_Borehole_Reconstruction,T upper quartile,1lZyY9I1Vl6J-ORNBkUbU_3nSXeWYk_g6DWJdqKrm2rk,osuzm5p
LPDed44ca8f,O2kLR-OkinawaTroug.Wu.2012,year,1bQmn7EqWDRTF4CSpnv3h8x99LWfuY8PkT1Hww1DlGt4,oga97p7
LPD4deab37c,Aus-Duckhole.Saunders.2013,Year_CE,1i4MU_TS-gGuxfQmLJOxa2Rf3NAFho4QSS_NylG15-ok,ovoauxx
LPD6f1581b7,Aus-Duckhole.Saunders.2013,Age_CalYrBP,1i4MU_TS-gGuxfQmLJOxa2Rf3NAFho4QSS_NylG15-ok,ovoauxx
LPD8ddc57b1,Aus-Duckhole.Saunders.2013,Trough (R650;700) (Total chlorin1),1i4MU_TS-gGuxfQmLJOxa2Rf3NAFho4QSS_NylG15-ok,ovoauxx
LPD8f88c672,O2kLR-PanamaBasin(.Pahnke.2007,year,1P0Ejsz5iNW4KUPp4032CwTT_Bfs2HWx4NtU_8kvCQ_I,opnswnz
LPDb7ac3de4,O2kLR-PanamaBasin(.Pahnke.2007,year,1P0Ejsz5iNW4KUPp4032CwTT_Bfs2HWx4NtU_8kvCQ_I,ou2pqct
LPDb542a7d4,O2kLR-PanamaBasin(.Pahnke.2007,year,1P0Ejsz5iNW4KUPp4032CwTT_Bfs2HWx4NtU_8kvCQ_I,ox558vu
LPD278c2090,O2kLR-Philippines.Stott.2007,year,11dkLe7xNrOVPD9lXUrSCOWSFBzq2F72shsbjTXdCnjw,o19tyuq
LPD19e37b0f,Aus-Duckhole.Saunders.2013,Depth_mm,1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPDb7388fdf,Aus-Duckhole.Saunders.2013,Year,1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPDa6e836a7,Aus-Duckhole.Saunders.2013,Age_CalYrBP,1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPDbff7f105,Aus-Duckhole.Saunders.2013,Trough (R650;700) (Total chlorin1),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD77e777b0,Aus-Duckhole.Saunders.2013,R570_630 (Lithogenic content),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPDc2846a24,Aus-Duckhole.Saunders.2013,R660_670 (degree of diagensis),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD335d863f,Aus-Duckhole.Saunders.2013,RABD660_670 (Total chlorin2)/water content,1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD6d96dc7c,Aus-Duckhole.Saunders.2013,Water content (%),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD2a87cc84,O2kLR-PigmyBasinGu.Richey.2007,year,1gA0QzcrCaIf4nPWf9pyHRJ1VBYdHGjmyjiWzs1uIkoI,o1k4rl
LPDf7751317,Aus-Duckhole.Saunders.2013,TC (%),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD0e900372,Aus-Duckhole.Saunders.2013,CN,1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD0b6c7700,Aus-Duckhole.Saunders.2013,BiSi (%),1NDjKAkt0BDxuvor6tap_J3S5xVpZuqLnueH8FoK_nRU,ompwxc5
LPD2eff9113,O2kLR-PiscoCentral.Guti\u00e8rrez.2011,year,1A6Y8PzxjYJpUpbS8nMcgHIW7N9ScMxxof76sfBu0b7I,o3zibd9
LPD0b29c76c,O2kLR-RAPiD121KSou.Thornalley.2009,year,19WiSpVpdT8IgQjb2nVqbNkZJao1b26SLojSbV9fGCsk,oqoj8xq
LPD194ddf83,Lake Sihailongwan,core,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPD37b579e2,Lake Sihailongwan,sample,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPDb77e6399,Lake Sihailongwan,depth,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPD5cff2309,Lake Sihailongwan,yearYoung_AD,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPD55c84b2e,O2kLR-SWcoastofInd.Saraswat.2013,year,1usVKuzSC6YLL5qjzErOCklmrGPJ_5S5pdiTxhkWjm_w,ok2kyfv
LPD28d0af42,Lake Sihailongwan,year_AD,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPDae9e3b57,Lake Sihailongwan,temp_C,1NJ7GXPpG5Swizi16RjDSEbwKnAmxjXj-8T_prIvSkdg,oyrcz3o
LPD311ccbbf,O2kLR-SantaBarbara.Zhao.2000,year,1UMzqTuOHjbSi3iJvRAaxVLQKOuW2cxyVzpId72tesG8,o2fuhi
LPD2c9bc1f8,Lake Sihailongwan,core,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPDbbd279ed,Lake Sihailongwan,sample,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPDe77d0e60,Lake Sihailongwan,depth,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPDb2294566,Lake Sihailongwan,yearYoung_AD,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPD692315c3,Lake Sihailongwan,yearOld_AD,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPDbadd4585,Lake Sihailongwan,year,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPDdc74a376,Lake Sihailongwan,temp_C,11Six0FQozQd0XtYPbSgAeTJQfDcG2FdkIGj54uLxkjI,o64uyma
LPD7c7f0f75,O2kLR-SouthAtlanti.Leduc.2010,year,1zjp7e4zCKAXJdC-tkMWA_NF_avdBVlQHJPwjEcnQ-XI,oowpppo
LPD752aac54,O2kLR-SouthChinaSe.Zhao.2006,year,1NMTnVfGCPWziSjF8ZVu7RFsgTHImEBGEMZs8NtdT1t4,oyrhri1
LPD55eb49cd,O2kLR-SouthIceland.Sicre.2011,year,1EeJFc9fFV4iGIVbryW8MJCcc3ha4XZ32igdZ0vHmDzc,owm1lm3
LPDe913d7ac,O2kLR-SouthernChil.Mohtadi.2007,year,1fntiR1gZ4-r5oyPLU9HjTzW_7xLWkrMMXh8v4bUs_ak,o4awb4x
LPD7fbf380b,P178-15.Tierney.2015,depth_cm,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD9dfe6073,P178-15.Tierney.2015,age_AD,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD351bb75d,P178-15.Tierney.2015,dDwax,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD7fe6759c,P178-15.Tierney.2015,d13Cwax,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPDb2c07bc6,P178-15.Tierney.2015,tex86,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD4730c064,O2kLR-Tagusmudpatc.Abrantes.2005,year,1Y1fpwsp_qupcvyV3_0Q1PZa4o2rkUYjGaxgDsjCOE7I,o9l57p0
LPD092d28f6,P178-15.Tierney.2015,sst_1s_lower,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD03653eaf,P178-15.Tierney.2015,sst_1s_upper,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,o94s7dc
LPD7e09c3eb,P178-15.Tierney.2015,depth_cm,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPDd7c5357d,P178-15.Tierney.2015,age_AD,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD46d9f3da,P178-15.Tierney.2015,dDwax,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD4869c1cd,P178-15.Tierney.2015,d13Cwax,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD677abb67,P178-15.Tierney.2015,tex86,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPDf7d499f1,P178-15.Tierney.2015,sst,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD881ee7c2,P178-15.Tierney.2015,sst_1s_lower,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD947d3585,P178-15.Tierney.2015,sst_1s_upper,1CxqUXKqVdWjJaVzQYBMLEGdlIeMGW-8QPJy4L8RsdQw,oz2k8km
LPD3ae0bcef,O2kLR-WEqPacific.Stott.2007,year,1hBeXztTc0VyS7a4glBo9SZmpr4jPjnETb2fjwzJo-BU,o8m07xk
LPD28c9fff1,O2kLR-WestSpitzber.Bonnet.2010,year,1XvkCI7RL-Dhq3OcBZ-qll_S_lLMN1z_v75GD9Ifrov0,obs1rrd
LPD7522c8ff,O2kLR-WesternAntar.Shevenell.2011,year,1poHfOj_5-qr41Hg_m1AUkc4lphpSPEAMnt_5nUrX7Zs,ov32luk
LPD66374774,O2kLR-WesternSvalb.Spielhagen.2011,year,1eZCH-osUJ7NnDgdNiA-oxL_kAYvd8GmpCWbSFER6WwE,oaxe70x
LPD9d69f7eb,P178-15.Tierney.2015,year,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPD2785a77c,O2kLR-WesternSvalb.Spielhagen.2011,year,1eZCH-osUJ7NnDgdNiA-oxL_kAYvd8GmpCWbSFER6WwE,o8pzfkz
LPDefa1097f,P178-15.Tierney.2015,d13Cwax,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPDba84f70a,P178-15.Tierney.2015,tex86,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPD81e53153,P178-15.Tierney.2015,sst,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPDa144d7b9,P178-15.Tierney.2015,sst_1s_lower,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPDc1fd0759,P178-15.Tierney.2015,sst_1s_upper,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,ohnziyo
LPD37997086,P178-15.Tierney.2015,depth_cm,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD1777cad0,P178-15.Tierney.2015,year,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD37fc751b,P178-15.Tierney.2015,dDwax,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD8372b6f0,P178-15.Tierney.2015,d13Cwax,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPDd97ab1d0,P178-15.Tierney.2015,tex86,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD53e179ad,P178-15.Tierney.2015,sst,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD0c8a37af,P178-15.Tierney.2015,sst_1s_lower,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPD7109ca5f,P178-15.Tierney.2015,sst_1s_upper,11BpEv-uqGo4Aggk3FOEY_tqicCT6doDDGJyWpAFw1ME,oof1qnt
LPDcbc87914,O2kLR-subtropicale.deMenocal.2000,year,16_lJu24yDYpGvhXu_t-luH6u3_rE1S09ihmidsTOqlM,oyaduhk
LPD95c4057f,Ocean2kHR-AtlanticBermudaGoodkin2006,year,1dXT4Hq3q-6ENvr4D7psb8ui8b7KRmQqdizvu8xl-nz0,oyf0rhn
LPDab77d673,Ocean2kHR-AtlanticBermudaKuhnert20021,year,1MENWQacdkOTSEQaHlccAkeHJN9fhTgXbVkNHmRgAiPI,o1r98z
LPDb76a109a,Ocean2kHR-AtlanticBermudaKuhnert2005,year,19Xn93la2DGXpwKbJ61CAvyE3ZcjfGJdBrall9w0eCnE,ow3443g
LPD7e9840b2,Ocean2kHR-AtlanticMontegoBayHaaseSchramm2003,year,1tQN3KQWu7UOno1Q6MqGnKeYTYH2ykY8pZ9SRXcDPOiI,okcpjll
